Data number,Northing,Easting,Depth (m),Meterage (m),Drilling time (hr),Formation type,Hole size,WOB (1000lb),Flow rate (gpm),MW (pcf),MFVIS,Retort solid (%),Pore pressure (psi),Fracture pressure (psi),Fan 600/Fan 300,Gel10min/Gel10s,Pump pressure (psi),RPM,Mud loss (bbl/hr)
1595,1910415,1017902,1888,79,22,7,12.25,12.5,580,146,63,46,7187.507155,8784.730968,1.747804039,1.51004851,2395.051975,169.7668548,41.52955153
1596,1910415,1017902,1995,107,24,7,12.25,12.5,520,146.5,62,46,7016.670786,8575.93096,1.750701154,1.513835264,2386.541432,171.5562816,45.6994357
1597,1910415,1017902,2107,112,24,7,12.25,15,520,147,61,47,6804.524828,8316.641456,1.752579246,1.540788041,2372.808138,173.5268785,49.28719929
1598,1910415,1017902,2175,68,18,7,12.25,15,470,147,61,47,6621.086128,8092.438601,1.755973301,1.556157806,2363.281853,175.6786457,52.29284229
1599,1910415,1017902,2266,91,21,7,12.25,15,470,146,62,46,6460.526085,7896.198548,1.758718653,1.571725572,2357.182952,178.011583,54.71636472
1600,1910415,1017902,2386,120,22,7,12.25,15,470,146,63,46,6323.271674,7728.443158,1.764647993,1.593381843,2354.368874,180.5256905,56.55776656
1601,1910415,1017902,2495,109,24,7,12.25,15,470,146,62,46,6181.057518,7554.625856,1.767521942,1.605781606,2347.485892,182.0626671,57.81704782
1602,1910415,1017902,2654,71,21,7,12.25,15,400,146,62,46,6070.672708,7419.711088,1.769812897,1.610756361,2342.163647,183.4912385,58.49420849
1603,1934676,1008730,3242,14,7,7,12.25,27.5,500,146,62,47,5994.553718,7326.676766,1.772413982,1.615929116,2342.034452,183.6382536,58.58924859
1604,1934676,1008730,1466,31,7,7,12.25,27.5,600,148,57,48,5957.13074,7280.937571,1.774043008,1.621200871,2349.91981,183.3575884,58.1021681
1605,1934676,1008730,1568,102,24,7,12.25,22.5,600,148.5,57,48,5965.251151,7290.862517,1.775224093,1.638253638,2364.431244,182.6195426,57.03296703
1606,1934676,1008730,1692,124,23,7,12.25,22.5,600,149,59,48,5992.350458,7323.983893,1.779008149,1.632239382,2410.940006,183.7110187,55.38164538
1607,1934676,1008730,1751,59,11,7,12.25,22.5,600,149,60,48,6082.443885,7434.098081,1.783104851,1.62043362,2416.170181,180,53.14820315
1608,1934676,1008730,1897,146,20,7,12.25,22.5,570,148.75,62,48,6246.311009,7634.380122,1.787888374,1.624839125,2440.913276,180,50.33264033
1609,1934676,1008730,2001,104,23,7,12.25,22.5,570,149,62,48,6418.734287,7845.119684,1.792386,1.630729631,2471.381051,180,46.93495693
1610,1934676,1008730,2108,107,22,7,12.25,22.5,500,148.5,58,48,6653.942142,8132.595951,1.796169424,1.638105138,2508.516484,180,42.95515296
1611,1934676,1008730,2231,123,23,7,12.25,22.5,500,147.75,57,48,6853.241157,8376.183636,1.801338703,1.645134145,2533.593704,180,39.78318978
1612,1934676,1008730,2337,106,19,7,12.25,22.5,500,148,57,48,6972.17423,8521.546281,1.801806622,1.632313632,2573.975349,180.7068607,34.98663499
1613,1934676,1008730,2416,79,24,7,12.25,22.5,500,147.75,58,48,7218.979666,8823.19737,1.806919851,1.64018414,2586.164241,180.4989605,29.62577963
1614,1934676,1008730,2487,71,24,7,12.25,22.5,500,146.75,58,47,7375.25418,9014.199553,1.808322108,1.627908128,2651.679537,183.4838135,23.7006237
1615,1934676,1008730,2577,90,24,7,12.25,27.5,500,146.75,60,47,7533.942372,9208.151789,1.809736586,1.63013563,2640.164835,182.3641224,17.21116721
1616,1934676,1008730,2625,48,10,7,12.25,27.5,500,147,60,47,7694.057906,9403.848551,1.811507355,1.631323631,2630.191565,181.3097713,10.15741016
1617,1934676,1008730,2681,56,22,7,12.25,27.5,500,146.75,58,47,7871.393585,9620.592159,1.814807494,1.631373131,2608.877339,181.5577666,2.539352539
1618,1934676,1008730,2788,107,24,7,12.25,27.5,500,146.75,58,47,8044.982933,9832.756918,1.816654465,1.636075636,2586.245916,180.2702703,0
1619,1934676,1008730,2875,87,24,7,12.25,27.5,500,147,59,47,8264.058683,10100.51617,1.81846056,1.643599644,2562.661123,179.0689041,0
1620,1934676,1008730,2945,70,20,7,12.25,27.5,500,147,59,47,8490.856801,10377.71387,1.819610343,1.649267399,2536.459756,177.953668,0
1621,1934676,1008730,3049,104,24,7,12.25,27.5,500,147,56,47,8739.151827,10681.18557,1.817504183,1.646421146,2495.04752,176.9245619,0
1622,1934676,1008730,3147,98,24,7,12.25,27.5,500,147,57,47,9066.077717,11080.76165,1.809511561,1.646742897,2493.069498,175.981586,0
1623,1934676,1008730,3228,81,23,7,12.25,27.5,500,147,58,47,9225.139402,11275.17038,1.806726236,1.638649639,2496.379566,175.1247401,0
1624,1934676,1008730,3251,9,7,7,12.25,27.5,400,145,60,49,9354.294444,11433.02654,1.805114143,1.651296901,2505.2079,174.000594,0
1625,1934676,1008730,3306,55,22,7,12.25,27.5,500,145,56,48,9545.752729,11667.03111,1.80754384,1.653078903,2539.57232,173.4199584,0
1626,1934676,1008730,3365,59,19,7,12.25,27.5,500,145,57,47,9694.434633,11848.75344,1.807680219,1.649217899,2565.815266,172.9195129,0
1627,1934676,1008730,3420,55,20,7,12.25,27.5,500,145,56,46,9718.854608,11878.60008,1.802724621,1.636050886,2579.288684,172.4992575,0
1628,1934676,1008730,3485,65,22,7,12.25,27.5,500,145,56,46,9719.074671,11878.86904,1.798581552,1.627289377,2597.641818,172.1591922,0
1629,1934676,1008730,3505,20,16,7,12.25,27.5,420,145,58,46,9679.490516,11830.48841,1.792940753,1.603628354,2590.149985,171.8993169,0.427680428
1630,1934676,1008730,3581,76,23,7,12.25,27.5,380,145,54,46,9630.112245,11770.13719,1.787336801,1.580511831,2585.45144,171.7196317,1.710721711
1631,1908883,1022901,2445,95,24,7,12.25,20,560,135,50,41,9577.294503,11705.58217,1.782046413,1.575215325,2579.67033,171.6201366,2.898722899
1632,1900266,1034376,3135,90,24,7,12.25,20,550,140,49,44,9591.400451,11722.82277,1.777476852,1.575438075,2604.763885,171.4241164,0
1633,1900266,1034376,3189,54,19,7,12.25,20,550,140,54,45,9638.512337,11780.40397,1.773876028,1.573903574,2615.49896,171.1835462,0
1634,1900266,1034376,3289,100,24,7,12.25,20,520,141,54,46,9653.852743,11799.15335,1.770693644,1.570859321,2650.790021,171.3008613,0
1635,1893400,1039902,3226,101,23,7,12.25,30,550,145,63,45,9588.407244,11719.16441,1.767999983,1.54999505,2660.718741,171.5414315,0
1636,1893400,1039902,3378,152,20,7,12.25,30,550,145,66,45,9635.052702,11776.17552,1.767324865,1.542396792,2698.470448,175.7900208,0
1637,1899352,1035235,3153,42,9,7,12.25,17.5,510,146,64,46,9551.082462,11673.54523,1.764582858,1.513315513,2705.38313,175.1247401,0
1638,1899352,1035235,3230,77,21,7,12.25,17.5,510,146,64,46,9530.293087,11648.136,1.763422973,1.483986734,2703.822394,174.4624295,12.69379269
1639,1893815,1040244,3286,58,10,7,12.25,30,520,143.5,56,44,9350.351722,11428.20766,1.76318807,1.473289773,2694.80992,174.2055242,29.61389961
1640,1893815,1040244,3413,127,19,7,12.25,30,520,144,55,44,9303.622097,11371.09367,1.762097675,1.465493515,2698.051678,175.3564004,46.85120285
1641,1931442,1006121,3023,91,22,7,12.25,27.5,510,144.5,70,47,9215.938842,11263.92525,1.761775973,1.445926146,2686.802792,174.8975349,63.61686962
1642,1928249,1011699,3073,107,24,7,12.25,30,530,138.5,58,42,9029.797137,11036.41872,1.761094623,1.429313929,2674.888625,174.8529849,79.49272349
1643,1915773,1015021,2290,76,23,7,17.5,21,800,117,45,32,8814.812279,10773.65945,1.761986785,1.414790615,2621.880012,174.98812,94.43124443
1644,1915773,1015021,2214,64,22,7,17.5,21,850,116.5,42,32,8715.290338,10652.02152,1.764120904,1.396366696,2586.308286,175.1232551,108.7383427
1645,1900008,1033297,3020,110,24,7,12.25,30,550,143,51,45,8527.177711,10422.10609,1.765623729,1.396490446,2561.557767,175.6608257,122.2625483
1646,1900008,1033297,3089,69,15,7,12.25,30,550,143,54,45,8341.614658,10195.3068,1.767713268,1.396104346,2533.246213,176.3662014,134.5049005
1647,1891596,1042164,3347,65,21,7,12.25,22.5,520,145,67,46,8259.718795,10095.21186,1.771339378,1.395455895,2499.962875,177.0596971,145.7831898
1648,1891596,1042164,3431,84,24,7,12.25,22.5,520,145,68,46,8135.164911,9942.979336,1.774712028,1.387070587,2436.433026,177.967033,155.6043956
1649,1891596,1042164,3476,45,20,7,12.25,20,510,145.5,69,46,8003.078912,9781.540892,1.779843757,1.40015345,2376.388476,178.3323433,163.9388179
1650,1936056,1006641,2839,26,10,7,12.25,20,400,158,77,60,7786.689509,9517.064955,1.781139602,1.394312444,2336.174636,179.3659044,171.4636175
1651,1936056,1006641,2336,20,7,7,12.25,22.5,500,158.5,76,61,7656.484127,9357.925044,1.785763161,1.410533611,2235.22869,176.4166914,177.4110484
1652,1936056,1006641,2347,11,5,7,12.25,22.5,400,158.5,76,61,7517.015936,9187.463922,1.791705665,1.410845461,2187.469557,176.7760618,181.7113157
1653,1936056,1006641,2808,50,18,7,12.25,22.5,420,158.5,75,61,7380.571638,9020.698668,1.796603316,1.419438669,2141.382536,177.2572023,184.1208791
1654,1936056,1006641,1586,3,4,7,12.25,11.5,500,160.5,75,61,7314.937639,8940.479337,1.80342913,1.417240867,2084.790615,176.2325512,185.3347193
1655,1936056,1006641,2413,66,24,7,12.25,22.5,420,158.25,70,61,7253.992473,8865.9908,1.807182145,1.422210672,2092.426492,180.5984556,184.4261954
1656,1936056,1006641,1653,53,20,7,12.25,20,500,159,65,61,7133.407613,8718.609304,1.807449624,1.408479358,2065.411345,179.7876448,181.3953074
1657,1936056,1006641,2813,5,2,7,12.25,20,400,158,76,60,6884.606705,8414.519306,1.807115009,1.405103455,2067.139887,180.8895159,172.000891
1658,1936056,1006641,1600,12,11,7,12.25,20,500,159.5,64,61,6696.277522,8184.339193,1.80972951,1.391614692,2030.668251,181.2577963,163.4986635
1659,1936056,1006641,1728,75,23,7,12.25,20,500,158.75,64,61,6593.27315,8058.444961,1.812113502,1.38031383,2011.386991,181.3736264,156.004455
1660,1936056,1006641,2479,66,24,7,12.25,27.5,420,158.5,67,61,6472.639192,7911.003457,1.815016412,1.378724879,1997.735373,181.2548263,146.2750223
1661,1936056,1006641,2758,85,24,7,12.25,22.5,420,158.5,71,61,6379.056321,7796.624392,1.816208825,1.373136323,1972.034452,180.3222453,134.3103653
1662,1936056,1006641,1798,70,23,7,12.25,22.5,500,158.75,71,61,6290.423551,7688.295451,1.813087922,1.383892684,1933.189783,179.3317493,119.3947134
1663,1936056,1006641,2543,64,24,7,12.25,27.5,420,158.5,68,61,6181.025955,7554.587279,1.807504949,1.38980794,1963.231363,178.4080784,103.6694387
1664,1936056,1006641,2673,71,24,7,12.25,22.5,420,158.5,67,61,6171.629881,7543.103187,1.805064925,1.392950486,2004.95248,177.5542026,88.12058212
1665,1936056,1006641,1917,69,24,7,12.25,22.5,500,158,71,60,6250.597415,7639.619063,1.802739816,1.393369822,1995.25839,176.7730918,71.56608257
1666,1936056,1006641,2316,104,24,7,12.25,22.5,500,158.25,66,61,6368.233782,7783.396845,1.801406224,1.398837456,2001.832492,176.0677161,53.05553906
1667,1936056,1006641,2602,59,20,7,12.25,22.5,420,158.5,67,61,6510.868776,7957.728504,1.79925665,1.41133339,2022.975943,175.4410454,32.91862192
1668,1936056,1006641,2164,62,17,7,12.25,22.5,500,158.75,68,61,6685.902123,8171.65815,1.798623792,1.425214618,2055.046035,174.8960499,11.02762103
1669,1936056,1006641,2001,84,23,7,12.25,22.5,500,158,69,60,6866.642203,8392.562692,1.797833543,1.421423621,2119.058509,174.6673597,17.73002673
1670,1936056,1006641,2102,101,22,7,12.25,22.5,500,158,79,60,6984.040095,8536.049005,1.796765981,1.414686665,2150.849421,174.8158598,28.12236412
1671,1936056,1006641,2212,48,12,7,12.25,22.5,500,159,68,61,7038.542064,8602.662522,1.797087054,1.402058495,2204.250074,174.9420849,32.05019305
1672,1936056,1006641,1542,54,12,7,12.25,25,550,150,80,48,7156.061824,8746.297784,1.795695346,1.40187888,2210.438075,175.2286902,35.32580933
1673,1936056,1006641,1588,2,1,7,12.25,15,500,160,64,61,7064.480561,8634.36513,1.793986268,1.385041792,2178.895159,170.4083754,39.67478467
1674,1936056,1006641,1848,50,19,7,12.25,22.5,500,158.25,70,60,7080.019987,8653.357762,1.79428014,1.382534261,2168.177903,169.6346896,42.26373626
1675,1936056,1006641,3194,47,24,7,8.375,22.5,280,144,56,47,7023.221824,8583.937784,1.793879267,1.393277186,2166.130086,169.2545293,42.33234333
1676,1936056,1006641,3147,76,21,7,8.375,22.5,400,145,57,47,7130.932562,8715.584242,1.789838009,1.376631027,2195.05643,168.8654589,42.31600832
1677,1936056,1006641,2960,121,24,7,8.375,22.5,450,145,58,47.6,7126.768901,8710.495323,1.788519859,1.372176022,2185.735076,167.025542,41.61419661
1678,1936056,1006641,3071,111,24,7,8.375,22.5,420,145,58,47,7132.02937,8716.924785,1.787880636,1.385213628,2188.222453,166.8072468,40.68607069
1679,1897145,1037320,3243,88,24,7,12.25,25,550,142.5,52,46,7417.134529,9065.386647,1.789439857,1.354537033,2237.661123,166.5711316,37.24651025
1680,1904100,1025650,2601,3,1,7,12.25,22.5,450,152,85,45,7700.575627,9411.814655,1.791700028,1.35254006,2272.156222,166.4968815,35.22245322
1681,1904100,1025650,2684,83,16,7,12.25,20,480,152,79,45,7851.189876,9595.898737,1.791403905,1.350784929,2300.944461,166.8191268,33.7965548
1682,1904100,1025650,2760,76,20,7,12.25,20,480,152,65,46,8054.170343,9843.985974,1.793180629,1.339322132,2348.699139,167.1354321,32.71101871
1683,1904100,1025650,2260,122,22,7,12.25,20,500,152,65,45,8222.641255,10049.89487,1.795629809,1.332432432,2345.063855,167.6254826,32.04959905
1684,1904100,1025650,2364,104,17,7,12.25,17.5,500,152,70,45,8341.645344,10195.34431,1.796021424,1.32967033,2386.468666,168.5239085,31.4986635
1685,1904100,1025650,2500,136,24,7,12.25,17.5,500,152,65,45,8417.456596,10288.00251,1.797659163,1.330590323,2380.865756,169.6599347,31.3017523
1686,1904100,1025650,2598,98,20,7,12.25,20,450,152,70,45,8576.916324,10482.89773,1.799939183,1.334746913,2394.59905,170.8078408,31.51351351
1687,1904100,1025650,2117,106,22,7,12.25,20,540,148,61,45,8636.73049,10556.00393,1.802716743,1.341694599,2378.353133,172.3789724,31.45441045
1688,1904100,1025650,2138,21,7,7,12.25,20,500,152,72,45,8602.721556,10514.43746,1.805125698,1.35098788,2345.274725,174.2025542,31.18859519
1689,1904100,1025650,2682,177,14,7,12.25,17.5,500,149.5,63,46,8598.322927,10509.06136,1.806075762,1.38680258,2326.482031,176.2845263,30.76150876
1690,1904100,1025650,2776,16,10,7,12.25,20,480,152,70,46,8514.045826,10406.05601,1.80827167,1.395990496,2296.035046,178.6308286,30.05464805
1691,1887146,1046045,3445,107,24,7,12.25,17.5,530,140,55,44,8316.693184,10164.84723,1.805052881,1.422789823,2292.337392,181.2474012,28.05464805
1692,1887146,1046045,3566,121,20,7,12.25,17.5,520,141,61,45,8124.133707,9929.496753,1.803156572,1.442237685,2216.388476,178.8119988,25.81585982
1693,1887146,1046045,3602,36,8,7,12.25,17.5,500,144,79,48,7910.942669,9668.929929,1.803506768,1.478806907,2184.66736,180.6548857,22.87496287
1694,1887146,1046045,3627,25,19,7,12.25,17.5,400,155,75,50,7814.499856,9551.05538,1.803582174,1.505074462,2122.282447,180.4009504,24.79180279
1695,1907900,1028999,3545,126,24,7,12.25,22.5,500,148,58,47,7724.838665,9441.469479,1.802788413,1.547869376,2098.397683,180.2569053,25.07989308
1696,1907900,1028999,3623,78,20,7,12.25,22.5,500,148,61,47,7622.96354,9316.955438,1.802645211,1.595212638,2067.857143,179.8514999,22.3047223
1697,1911340,1016947,1958,60,24,7,12.25,17.5,430,147,66,46,7548.395512,9225.816737,1.802017636,1.646906247,2043.869914,179.1669142,18.94030294
1698,1911340,1016947,2097,43,19,7,12.25,17.5,450,145.25,85,46,7511.615187,9180.863007,1.801939055,1.702752203,2092.986338,179.5752896,14.98663499
1699,1911340,1016947,2010,52,24,7,12.25,17.5,500,145.5,67,46,7432.01289,9083.57131,1.802834706,1.764790615,2099.150579,182.2586873,0
1700,1911340,1016947,2054,44,24,7,12.25,17.5,500,144.75,65,46,7360.490673,8996.155267,1.803803391,1.818740719,2061.168696,181.7151767,4.055242055
1701,1911340,1016947,2378,46,18,7,12.25,17.5,470,145,68,46,7272.088487,8888.108151,1.804831126,1.864627265,1970.861301,181.1850312,9.01989902
1702,1911340,1016947,1830,80,24,7,12.25,17.5,480,148,66,47,7160.511304,8751.736038,1.804753736,1.902400752,1948.375408,180.8419958,14.22096822
1703,1911340,1016947,2332,67,24,7,12.25,17.5,470,145,63,46,7049.165581,8615.646822,1.80510394,1.932011682,1928.498663,180.4544105,20.58509059
1704,1911340,1016947,1750,79,22,7,12.25,22.5,550,148,68,47,6978.630579,8529.437375,1.806628514,1.956355806,1918.439263,179.8455598,27.41728542
1705,1911340,1016947,1898,44,22,7,12.25,19,480,148,68,47,6890.401989,8421.602431,1.806656936,1.968626869,1921.553312,179.4208494,33.67508168
1706,1911340,1016947,2265,49,22,7,12.25,19,500,145,62,46,6741.669234,8239.817953,1.806143721,1.972636373,1868.252153,178.7719038,39.12681913
1707,1911340,1016947,1854,24,12,7,12.25,19,480,148,76,47,6623.998674,8095.99838,1.804157402,1.968334818,1844.78022,177.7739828,44.35164835
1708,1911340,1016947,2412,34,16,7,12.25,15,480,145,65,46,6589.078802,8053.318536,1.802725251,1.95953371,1774.422334,176.8814969,49.58122958
1709,1911340,1016947,2470,58,24,7,12.25,15,480,144.5,63,44,6547.921768,8003.015494,1.801274483,1.939426789,1771.917137,176.0855361,53.88892189
1710,1911340,1016947,2131,34,15,7,12.25,13.5,530,145.5,66,46,6586.139077,8049.725538,1.796750644,1.922492822,1789.083754,175.6088506,57.27472527
1711,1911340,1016947,2216,85,24,7,12.25,19,500,145,65,46,6575.759294,8037.039138,1.796556518,1.886382536,1826.196911,175.7989308,58.67834868
1712,1911340,1016947,2509,39,17,7,12.25,15,480,145,65,45,6641.973698,8117.967853,1.794935962,1.838431838,1877.814078,175.963766,60.53222453
1713,1911340,1016947,2551,42,19,7,12.25,15,480,145,65,44,6786.190339,8294.232637,1.795248185,1.798906049,1912.530443,175.8412533,61.44639145
1714,1911340,1016947,2600,49,20,7,12.25,15,480,144,65,44,6971.934002,8521.252669,1.794913993,1.749480249,1981.933472,175.7773983,61.42084942
1715,1911340,1016947,2624,24,15,7,12.25,15,480,144.5,64,44,7241.570751,8850.808696,1.795268336,1.672581923,2068.675379,176.0357885,60.45559846
1716,1911340,1016947,2677,53,24,7,12.25,15,430,142.5,61,43,7349.366534,8982.559097,1.792543974,1.6498317,2139.091179,181.7500743,61.97920998
1717,1901163,1028822,2515,4,8,7,12.25,27.5,450,151,60,49,7472.075747,9132.537024,1.788532748,1.611835462,2211.594892,185.8338283,62.77160677
1718,1901163,1028822,2567,49,14,7,12.25,25,400,151,65,49,7582.723581,9267.773265,1.786447751,1.582442332,2278.516484,185.3779329,62.99257499
1719,1901163,1028822,2893,61,20,7,12.25,20,450,150,66,49,7689.4699,9398.240988,1.78313133,1.554801505,2291.400356,183.8350163,62.67775468
1720,1901163,1028822,2647,80,24,7,12.25,20,500,150.75,65,49,7834.634302,9575.664147,1.779834298,1.511538462,2343.641224,182.2891298,62.06652807
1721,1901163,1028822,2730,83,23,7,12.25,20,500,150.25,64,49,7910.606876,9668.519515,1.77848593,1.475819226,2339.989605,180.3185328,61.000891
1722,1901163,1028822,2518,3,1,7,12.25,21,470,151,69,49,8042.10458,9829.238931,1.776949572,1.465315315,2377.698248,177.9648055,59.55449955
1723,1901163,1028822,2793,63,20,7,12.25,20,500,150,65,49,8148.488803,9959.264093,1.777103392,1.421814672,2391.061776,175.7996733,57.63647164
1724,1901163,1028822,2832,39,14,7,12.25,20,500,150,64,49,8243.743627,10075.68666,1.77623743,1.409023859,2422.916543,173.1786457,54.85357885
1725,1901163,1028822,2502,120,21,7,12.25,25,550,147,65,46,8364.210127,10222.92349,1.775952699,1.403776854,2461.753787,170.1522127,51.45886546
1726,1901163,1028822,2260,97,20,7,12.25,25,600,144,65,45,8401.971528,10269.07631,1.777399501,1.400579151,2472.989308,167.1242946,47.23492723
1727,1901163,1028822,2382,122,20,7,12.25,25,600,145,64,46,8489.583767,10376.15794,1.778862537,1.417102267,2493.021978,163.6880012,42.37897238
1728,1901163,1028822,2511,9,3,7,12.25,25,550,147.5,80,47,8577.99209,10484.21255,1.780651512,1.43008118,2509.211464,159.8997624,36.96762697
1729,1911541,1023947,3412,90,18.5,7,12.25,22.5,550,142,63,44,8611.964201,10525.73402,1.782439218,1.453326403,2536.820612,155.8160083,30.54351054
1730,1911541,1023947,3322,114,23,7,12.25,25,550,142,57,44,8639.341436,10559.19509,1.783534884,1.473522424,2549.760915,151.493169,23.46005346
1731,1906000,1029100,3192,53,23,7,12.25,25,500,147,60,48,8688.691652,10619.51202,1.785862705,1.504479754,2553.017523,146.9876745,15.71725572
1732,1906000,1029100,3246,54,24,7,12.25,22.5,500,147,64,48,8733.92555,10674.79789,1.788902481,1.532882883,2555.09504,142.3559549,7.315117315
1733,1914180,1020592,3100,126,24,7,12.25,27.5,530,136,58,40,8788.881673,10741.96649,1.792147335,1.554870805,2544.50104,136.7708643,0
1734,1908922,1026054,3012,0.5,2,8,5.875,4.5,180,148,68,47,8836.274117,10799.89059,1.796793964,1.585887536,2533.320463,130.9021384,0
